site,date,latitude,longitude,SST
Fisherman Bay,08/07/13,48.525,-122.925,11
Fisherman Bay,08/08/13,48.525,-122.925,11.79
Fisherman Bay,08/09/13,48.525,-122.925,11.28
Fisherman Bay,08/10/13,48.525,-122.925,11.25
Fisherman Bay,08/11/13,48.525,-122.925,11.02
Fisherman Bay,08/12/13,48.525,-122.925,11.64
Fisherman Bay,08/13/13,48.525,-122.925,11.1
Fisherman Bay,08/14/13,48.525,-122.925,11.18
Fisherman Bay,08/15/13,48.525,-122.925,10.87
Fisherman Bay,08/16/13,48.525,-122.925,11.3
Fisherman Bay,08/17/13,48.525,-122.925,11.07
Fisherman Bay,08/18/13,48.525,-122.925,11.87
Fisherman Bay,08/19/13,48.525,-122.925,10.84
Fisherman Bay,08/20/13,48.525,-122.925,10.85
Fisherman Bay,08/21/13,48.525,-122.925,11.36
Fisherman Bay,08/22/13,48.525,-122.925,10.78
Fisherman Bay,08/23/13,48.525,-122.925,10.77
Fisherman Bay,08/24/13,48.525,-122.925,10.89
Fisherman Bay,08/25/13,48.525,-122.925,11.09
Fisherman Bay,08/26/13,48.525,-122.925,10.81
Fisherman Bay,08/27/13,48.525,-122.925,10.78
Fisherman Bay,08/28/13,48.525,-122.925,10.9
Fisherman Bay,08/29/13,48.525,-122.925,13.12
Fisherman Bay,08/30/13,48.525,-122.925,11.65
Fisherman Bay,08/31/13,48.525,-122.925,11.45
Fisherman Bay,12/01/13,48.525,-122.925,8.11
Fisherman Bay,12/02/13,48.525,-122.925,8.57
Fisherman Bay,12/03/13,48.525,-122.925,8.32
Fisherman Bay,12/04/13,48.525,-122.925,6.84
Fisherman Bay,12/05/13,48.525,-122.925,7.35
Fisherman Bay,12/06/13,48.525,-122.925,7.08
Fisherman Bay,12/07/13,48.525,-122.925,7.31
Fisherman Bay,12/08/13,48.525,-122.925,5.76
Fisherman Bay,12/09/13,48.525,-122.925,6.86
Fisherman Bay,12/10/13,48.525,-122.925,7.14
Fisherman Bay,12/11/13,48.525,-122.925,7.24
Fisherman Bay,12/12/13,48.525,-122.925,7.16
Fisherman Bay,12/13/13,48.525,-122.925,7.11
Fisherman Bay,12/14/13,48.525,-122.925,7.08
Fisherman Bay,12/15/13,48.525,-122.925,7.06
Fisherman Bay,12/16/13,48.525,-122.925,6.68
Fisherman Bay,12/17/13,48.525,-122.925,7.3
Fisherman Bay,12/18/13,48.525,-122.925,7.38
Fisherman Bay,12/19/13,48.525,-122.925,7.55
Fisherman Bay,12/20/13,48.525,-122.925,7.68
Fisherman Bay,12/21/13,48.525,-122.925,7.73
Fisherman Bay,12/22/13,48.525,-122.925,7.73
Fisherman Bay,12/23/13,48.525,-122.925,7.86
Fisherman Bay,12/24/13,48.525,-122.925,6.79
Fisherman Bay,12/25/13,48.525,-122.925,7.38
Fisherman Bay,12/26/13,48.525,-122.925,7.48
Fisherman Bay,12/27/13,48.525,-122.925,7.1
Fisherman Bay,12/28/13,48.525,-122.925,7.21
Fisherman Bay,12/29/13,48.525,-122.925,7.38
Fisherman Bay,12/30/13,48.525,-122.925,7.12
Fisherman Bay,12/31/13,48.525,-122.925,7.05
Fisherman Bay,01/01/14,48.525,-122.925,7
Fisherman Bay,01/02/14,48.525,-122.925,6.97
Fisherman Bay,01/03/14,48.525,-122.925,7.55
Fisherman Bay,01/04/14,48.525,-122.925,7.56
Fisherman Bay,01/05/14,48.525,-122.925,6.92
Fisherman Bay,01/06/14,48.525,-122.925,6.98
Fisherman Bay,01/07/14,48.525,-122.925,7.17
Fisherman Bay,01/08/14,48.525,-122.925,7.27
Fisherman Bay,01/09/14,48.525,-122.925,7.41
Fisherman Bay,01/10/14,48.525,-122.925,7.39
Fisherman Bay,01/11/14,48.525,-122.925,7.39
Fisherman Bay,01/12/14,48.525,-122.925,7.79
Fisherman Bay,01/13/14,48.525,-122.925,7.23
Fisherman Bay,01/14/14,48.525,-122.925,7.12
Fisherman Bay,01/15/14,48.525,-122.925,7.14
Fisherman Bay,01/16/14,48.525,-122.925,7.35
Fisherman Bay,01/17/14,48.525,-122.925,7.43
Fisherman Bay,01/18/14,48.525,-122.925,7.62
Fisherman Bay,01/19/14,48.525,-122.925,7.64
Fisherman Bay,01/20/14,48.525,-122.925,7.51
Fisherman Bay,01/21/14,48.525,-122.925,7.66
Fisherman Bay,01/22/14,48.525,-122.925,7.43
Fisherman Bay,01/23/14,48.525,-122.925,7.46
Fisherman Bay,01/24/14,48.525,-122.925,7.97
Fisherman Bay,01/25/14,48.525,-122.925,7.62
Fisherman Bay,01/26/14,48.525,-122.925,7.31
Fisherman Bay,01/27/14,48.525,-122.925,7.32
Fisherman Bay,01/28/14,48.525,-122.925,7.34
Fisherman Bay,01/29/14,48.525,-122.925,7.35
Fisherman Bay,01/30/14,48.525,-122.925,7.35
Fisherman Bay,01/31/14,48.525,-122.925,7.42
Fisherman Bay,02/01/14,48.525,-122.925,7.2
Fisherman Bay,02/02/14,48.525,-122.925,7.26
Fisherman Bay,02/03/14,48.525,-122.925,6.82
Fisherman Bay,02/04/14,48.525,-122.925,6.66
Fisherman Bay,02/05/14,48.525,-122.925,6.27
Fisherman Bay,02/06/14,48.525,-122.925,5.79
Fisherman Bay,02/07/14,48.525,-122.925,6.54
